Referencia;Tipo_vivienda;Dirección;Barrio;Distrito;Población;Superficie construida;Superficie útil;Superficie solar;Habitaciones;Baños;Planta;Antigüedad;Conservación;Gastos de comunidad;Precio;Precio/m²;PMZona;PMm²Zona;RMP;RMH;Descripción;<img>Url_foto;Url_vivienda ;Coordenadas;Latitude;Longitude
 IF77045-I-00KVST-W-02URA0;Apartamento;Chamberi;Vallehermoso ;Chamberí; Madrid Capital;54;;0;1;1;;; En buen estado;;2000;37.04;3441.98;25.93;25275;56281;"DISPONIBLE EL 1 DE MARZO DE 2024 - Engel & Völkers presenta este acogedor apartamento de diseño perteneciente a uno de los edificios de obra nueva más exclusivos de Vallehermoso. Esta moderna finca está dotada de unas instalaciones y servicios inigualables, como la piscina infinity en la azotea desde donde se puede disfrutar de unas vistas de Madrid espectaculares. Consta también de zona wellness integrada por gimnasio, 2 cabinas de sauna y piscina climatizada. Los servicios adicionales del club de residentes permiten disponer de todas las comodidades sin salir del edificio. Una vez dentro de la vivienda se aprecia el cuidado del más mínimo detalle en la articulación de los espacios, así como en los acabados, muebles y equipamiento. La vivienda dispone de luz natural a lo largo de todo el día, y a la par está recogida del entorno, ya que dispone de unas contraventanas de aluminio perforado que permiten una mayor privacidad y aislamiento, lo que confiere al espacio interior un carácter confortable y tranquilo. El piso se distribuye en dos ambientes principales, uno de día y otro de noche. El primero conecta la entrada con la sala de estar y la cocina office, mientras que el segundo está compuesto por una habitación doble en suite, con un vestidor y un baño con ducha. En cuanto a las instalaciones, el agua caliente sanitaria y la calefacción son de gas centralizadas (los consumos están individualizados) y la climatización es por conductos. Además, dispone de trastero incluido en la renta en el mismo edificio.
Ubicado en el barrio de Vallehermoso, al noroeste del distrito de Chamberí, es considerada una de las áreas más representativas y dinámicas de la capital. Su gran oferta de instalaciones deportivas y sanitarias, sus equipamentos públicos y culturales, sus espacios comerciales y de ocio y su excelente comunicación con el resto de la ciudad hacen de esta zona de las mejores para asentar su hogar. La vivienda se situa concretamente en el transitado paseo de San Francisco de Sales, amplia vía que atraviesa en diagonal el barrio y conforma un cordón de conexión directa con los distritos de alrededor. Respecto a la relación con el resto de la ciudad, la vivienda está próxima a la parada de metro Islas Filipinas y Guzmán el Bueno, así como a otros puntos de parada de diferentes líneas de autobús. Sin duda es una de las zonas que mejor calidad de vida ofrece de la ciudad.";https://fotos.imghs.net/apps/1018/392/1018_35699392_1_2024020813022717856.jpg;https://www.pisos.com/alquilar/apartamento-chamberi_vallehermoso28003-41708275218_101800/;(40.4389621, -3.705302);40.4389621;-3.705302
 IF77045-I-00KVA5-W-02UIJQ;Piso;Tetuan;Valdeacederas ;Tetuán; Madrid Capital;92;;0;2;1;;; En buen estado;;1400;15.22;1950.7;21.77;17026;39991;"Engel & Völkers te presenta esta preciosa propiedad, ubicada en la tranquila calle de los Voluntarios Catalanes, a escasos minutos del metro de Valdeacederas.
Solamente para el alquiler de larga estancia, 1 año o más.
La casa se alquila totalmente amueblada, se quitan algunos de los muebles y elementos decorativos. La vivienda consta de dos habitaciones dobles con armarios empotrados. El principal dispone de una cama de matrimonio y un vestidor incluido en la habitación. El dormitorio secundario tiene un armario empotrado y una cama individual para convertirse en cama de matrimonio. El baño se encuentra en el pasillo y tiene bañera con ducha. La cocina es individual; todos sus electrodomésticos son de excelente calidad; Tiene una mesa plegable donde poder desayunar o cenar con comodidad y una terraza semi-exterior donde se ubican la lavadora y el tendedero. La sala tiene un área de comedor y una sala de estar con un cómodo sofá y un televisor LG de 55 ''.
La calefacción es eléctrica, por radiadores y tiene dos máquinas de aire acondicionado, una en el salón y otra en el dormitorio principal. La propiedad cuenta con piscina para miembros de la comunidad.
Un garaje subterráneo con acceso directo y un trastero, todo dentro del mismo edificio.
Si quieres conocer este encantador hogar, contáctanos y programaremos tu visita!
La vivienda está situada a pocos minutos del metro Valdeacederas, en la calle de los Voluntarios Catalanes. En la zona se encuentra una gran variedad de locales comerciales, áreas verdes y colegios. La situación dispone de buenas comunicaciones con el resto de la ciudad, tanto por transporte privado como público, metro, autobuses y trenes de cercanías.";https://fotos.imghs.net/apps/1018/625/1018_35599625_1_2024012514011517152.jpg;https://www.pisos.com/alquilar/piso-valdeacederas28039-40920361172_101800/;(40.4605781, -3.6982806);40.4605781;-3.6982806
 SA2484-3248-23212;Piso;Calle de Juan Duque, 35;Imperial ;Arganzuela; Madrid Capital;67;;0;2;2;5;; En buen estado;;1400;20.9;1677.38;22.02;20103;46699;"Piso con mucha luz y amueblado. Dispone de 2 dormitorios y 2 baños completos (uno con ducha y otro con bañera). Cocina con todos los electrodomésticos y pasa platos al comedor. Edificio sin trabas arquitectónicas, con conserje, dos ascensores y tendedero comunitario. ITE pasada hasta 2030.

Aire acondicionado y calefacción por conductos. Grandes ventanales.

El dormitorio principal es en suite con mucho espacio de almacenamiento incluso con canapé abatible.

Segundo dormitorio con armario empotrado y sofá cama.

Zona: Barrio consolidado a escasos metros de Madrid Rio así como de Parque de la Cornisa y el parque de Atenas. Basílica San Francisco el Grande. Dispone de todos los servicios en la zona, varios supermercados, mercado tradicional, y pequeños comercios, bancos, farmacias.
Comunicaciones: Autobuses: 36, 41, 50, 62, C2. Metro: Príncipe Pio ( L6, L10), Puerta de Toledo, Pirámides.

Acceso M-30 a 400 metros. Cercanías: C1, C7, C10, Regional.

Condiciones: un mes de fianza.";https://fotos.imghs.net/apps/1005/843/1005_103132843_22_2023111022112024038.jpg;https://www.pisos.com/alquilar/piso-imperial28005-39196415591_100500/;(40.411333, -3.718748);40.411333;-3.718748
 IF77045-I-00KRBO-W-02TKHB;Ático;Chamartin;Hispanoamérica ;Chamartín; Madrid Capital;172;;0;3;3;6;; En buen estado;;3900;22.67;3396.94;22.37;28233;69670;"Engel & Völkers presenta un maravilloso ático en alquiler amueblado de 172 m2 con 52 m2 de terraza y 120 m2 útiles de vivienda. Está decorado con mucho gusto y es un piso muy luminoso. Se accede desde un hall previo a un amplio salón comedor. Cuenta con tres dormitorios. El principal con baño en suite y amplios armarios. El segundo dormitorio también tiene cuarto de baño en suite y es doble y el tercero es individual con el cuarto de baño en el pasillo. La cocina está totalmente equipada y tiene una pequeña mesa como complemento al comedor del salón. Se accede a la vivienda por un ascensor independiente desde el cual también se puede subir a la terraza. También en el salón hay una escalera para poder acceder directamente a la terraza, que está equipada con una zona de comedor, una ducha y barbacoa. Toda la calefacción y aire acondicionado es por el suelo y además cuenta con aire acondicionado por conductos. Se incluye la conexión de wifi y el consumo de agua y serivicio semanal de 4 horas de limpieza. En la renta no se incluye plaza de garaje pero se puede alquilar en la finca consultando disponibilidad por 100€/mes. Se podría alquilar para períodos inferiores al año desde los 6 meses previa consulta y condiciones.
Este fantástico ático en alquiler se encuentra entre las Avenidas de Alberto Alcocer y de Concha Espina dentro del barrio de Chamartín en Hispanoamérica. La vivienda goza de buenas comunicaciones con el resto de la capital gracias a la proximidad a las principales líneas de transporte público, así como de los metros de Colombia, Concha Espina y Santiago Bernabéu. Se ubica próxima a importantes arterias de tráfico rodado, que garantiza una excelente comunicación a través de vehículo propio. Cerca de la Plaza de Duque de Pastrana, se encuentra en una zona con gran oferta de locales comerciales, zonas verdes y colegios. Tiene acceso inmediato a la M-30, M-40, Intercambiador de transportes de Plaza de Castilla y al Aeropuerto, y está muy próxima a los centros financieros de AZCA y CTBA (Cuatro Torres Business Area).";https://fotos.imghs.net/apps/1018/117/1018_35014117_1_2023100414103941723.jpg;https://www.pisos.com/alquilar/atico-chamartin_hispanoamerica28036-38387490987_101800/;(40.4739432, -3.682648);40.4739432;-3.682648
 IF77045-I-00KVEX-W-02UFNE;Piso;Salamanca;Castellana ;Salamanca; Madrid Capital;257;;0;4;4;6;; En buen estado;;7500;29.18;3886.67;27.61;25956;60217;"Engel & Völkers presenta este exclusivo ático de 205 m2 útiles, situado en una sexta planta exterior totalmente reformado y ubicado en una de las mejores calles del Barrio de Castellana. El piso cuenta con dos entradas. La principal accede directamente al salón comedor por una puerta blindada. Esta estancia es amplia y luminosa y con acceso directo a una maravillosa terraza.
La zona del comedor tiene unas escaleras que llevan a una zona despacho en altura o dúplex.
Encontraremos también un aseo de cortesía. A continuación, está la cocina, amplia y totalmente equipada, con espacio para poner una mesa. Posee zona lavadero separada, con almacenaje, lavadora y secadora.
En este lado del piso tenemos también un dormitorio doble, con vestidor y baño en suite. Este baño tiene vistas a la terraza.
Por un pasillo accedemos al otro lado de la vivienda, en el que encontramos tres dormitorios dobles, todos ellos con baño en suite.
Toda la casa tiene armarios empotrados. La calefacción es de gas central individualizada y el aire acondicionado es por conductos y regulable en cada estancia.
Tiene plaza de garaje incluida en la mensualidad, de gran tamaño. La finca cuenta con portero físico en horario comercial.
La vivienda se puede alquilar sin amueblar.
Una joya que merece la pena visitar.
La vivienda se encuentra ubicada en el clásico barrio de Salamanca, calificado como la Milla de Oro de Madrid. A un paso de la calle Serrano y a pocos metros de las calles de Ortega y Gasset y el Paseo de La Castellana donde encontramos todo tipo de comercios y restaurantes de moda. Famosos mercados y centros comerciales nos rodean, donde podemos encontrar los mejores productos gourmet, grandes tiendas de marcas internacionales, con variados comercios y servicios, entre otros. Gran comodidad de comunicación, a poca distancia del metro Gregorio Marañón y el intercambiador de la Avenida América y paradas de autobús, que facilitan el uso del servicio de transporte público.";https://fotos.imghs.net/apps/1018/267/1018_35619267_1_2024013012015168295.jpg;https://www.pisos.com/alquilar/piso-salamanca_castellana28006-40853152069_101800/;(40.4270451, -3.6806024);40.4270451;-3.6806024
 SA3458-2001/20010001/1637;Piso;San Cristóbal;San Cristóbal ;Villaverde; Madrid Capital;72;;0;3;1;4;;;;860;11.94;983.32;16.24;11059;30673;"¡ALTA DE SUMINISTROS GRATIS!


Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residencial. No dispone de ascensor. Situado en San Cristobal en el distrito de Villaverde.


La vivienda se distribuye en tres dormitorios y , salón-comedor, cocina independiente y un baño.. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina y baño y tarima en el resto de estancias. Dispone de calefacción.


Se encuentra ubicado en San Cristóbal al Sur de Madrid. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público con diversas líneas de autobuses. La parada de metro más cercana es San Cristóbal y se encuentra a 5 minutos caminando.
En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, tales como, sanitarios, educativos, restaurantes, supermercados, comercios, parques...


Requisitos:
- 1 mes de fianza
- Seguro del hogar a la firma del contrato.
- Antigüedad laboral ininterrumpida superior a un año.
- No aparecer en ningún fichero de morosidad.
- Disponer de una ratio de solvencia* de entre un 33% y 40% dependiendo de la zona.
*Solo se tendrán en cuenta ingresos demostrables para acreditar el ratio";https://fotos.imghs.net/apps/1005/637/1005_2001_20010001_1637_1_2024020615022709786.jpg;https://www.pisos.com/alquilar/piso-villaverde_san_cristobal-41699833379_100500/;(40.3408023, -3.6879892);40.3408023;-3.6879892
 IF77045-I-00KVU8-W-02URSI;Piso;Chamberi;Trafalgar ;Chamberí; Madrid Capital;79;;0;2;2;;;;;1800;22.78;3441.98;25.93;25275;56281;"Engel & Völkers presenta este moderno y confortable piso amueblado, en el corazón de Chamberí, a escasos metros de la Plaza de Olavide, uno de los mejores y mas emblemáticos barrios de la zona Norte de Madrid.

El piso cuenta con un acogedor salón-comedor, desde el que podemos acceder a una coqueta terraza. Tiene dos cómodos dormitorios con grandes armarios, y dos baños completo .
Dispone de una cocina americana contigua al salón y que encontramos nada mas entrar al piso totalmente equipada con todos los electrodomésticos.
La habitación segundaria dispone de plegable escritorio y un cómodo armario empotrado, la habitación principal cuenta con un cama doble de matrimonio y un gran armario triple empotrado.

las ventanas son de cristal climalit ideales para el ahorro energético, calefacción individual y aire acondicionado por conducto.

Listo para entrar a vivir.
La propiedad está situada en la zona de Trafalgar más cercana a los prestigiosos barrios de Almagro y Justicia, y muy cercana a la bonita plaza de Olavide.

La amplia red de transporte público, el rápido acceso a la autovía A-6 y a la Castellana y todos los servicios de la zona, completan el valor de esta propiedad.

Este bonito y céntrico barrio cuenta con todo tipo de tiendas y comercios, así como una buena dotación de espacios culturales, museos, teatros, entre otros, sin olvidar la magnífica oferta gastronómica a través de los innumerables restaurantes y bares de moda de Madrid.";https://fotos.imghs.net/apps/1018/219/1018_35702219_1_2024020819023502169.jpg;https://www.pisos.com/alquilar/piso-trafalgar28010-41753231310_101800/;(40.4389621, -3.705302);40.4389621;-3.705302
 IF77045-I-00KS4C-W-02TRWS;Piso;Tetuan;Berruguete ;Tetuán; Madrid Capital;50;;0;2;1;;;;;1200;24;1950.7;21.77;17026;39991;"Se trata de un piso ubicado en la zona de Tetuan, específicamente Berruguete, con muy buena localización, cercano a buses, y metro.

Por una parte piso, tiene su zona de noche, que consta, de dos habitaciones dobles, exteriores, con carpintería de doble cristal, totalmente nuevas, lo que permite buena acústica, cosa que no es necesaria, porque la zona es muy tranquila, y además permite mantener la temperatura ambiente agradable, sin desperdiciar energía y consumo energético extra.

Por otro lado, el salón comedor integrado, moderno, totalmente reformado, con persianas eléctricas y toldo externo. La cocina se encuentra totalmente equipada, con nevera nueva, lavavajillas, horno, vitrocerámica, microondas, y todos los armarios nuevos a estrenar, en el techo de la sala, hay un sistema de iluminación muy chulo por leds, y como broche de oro, se accede por una escalera de madera de diseño muy bonita, a la terraza que serán unos 10 metros cuadrados.

El piso fue absolutamente reformado a nuevo, en su totalidad, los pisos son muy bonitos de ceramicos, simil madera, posee lavadora, que se encuentra encofrada en el baño, junto a la caldera, los acabados son de calidad, y además el pasillo de distribución, tiene luz de noche en la parte inferior de las paredes.
Berruguete es un barrio del Distrito de Tetuán, situado en la zona noroeste de la ciudad de Madrid y llamado así por la Calle de Berruguete, en honor al conocido escultor palentino Alonso Berruguete. Sus límites son al norte la calle Marqués de Viana y el Paseo de la Dirección, al sur la calle Francos Rodríguez, al este con la calle y Bravo Murillo y al oeste con la calle Ofelia Nieto.

Debido a la falta de cobertura ferroviaria, los autobuses constituyen la columna vertebral del transporte en el barrio:

La más cercana es Chamartín (C-1, C-2, C-3, C-4, C-7, C-8, C-10 y trenes de media y larga distancia, barrio de Castilla, distrito de Chamartín) a la que se llega mediante la línea 1 de metro.";https://fotos.imghs.net/apps/1018/836/1018_35150836_1_2023102418104790005.jpg;https://www.pisos.com/alquilar/piso-berruguete28039-38346725621_101800/;(40.4605781, -3.6982806);40.4605781;-3.6982806
 AF155-2027/19;Piso;Ibiza;Ibiza ;Retiro; Madrid Capital;95;;0;3;2;;;;;2750;28.95;2506.52;22.52;23925;57448;Piso exterior con reforma a estrenar , amueblado 3 dormitorios con armarios empotrados, dos baños completos, la principal con baño en suite, cocina abierta totalmente equipada con lavavajillas y lavadora, aire acondicionado en cada habitación y en salon. Es luminoso y con ventilación y luz natural en todas las habitaciones. A tres cuadras del parque del retiro se requiere 2 meses de fianza y comprobar ingresos. No se admiten mascotas.;https://fotos.imghs.net/apps/1010/019/1010_202719_1_2024010316314831250.jpg;https://www.pisos.com/alquilar/piso-ibiza28009-37507197337_101000/;(40.4189526, -3.6737251);40.4189526;-3.6737251
 GM19-193725;Piso;Legazpi;Delicias ;Arganzuela; Madrid Capital;120;;0;4;2;;; En buen estado;;1800;15;1677.38;22.02;20103;46699;GILMAR Consulting Inmobiliario pone a su disposición magnífica vivienda de 4 dormitorios en urbanización privada con amplias zonas comunes en el barrio de Legazpi, a tan solo 5 minutos de Madrid Río. La vivienda consta de 100 metros cuadrados útiles distribuidos en: - Amplio salón comedor, muy luminoso, con balcón a Paseo del Molino. - Cocina independiente, muy espaciosa, completamente amueblada y equipada. - Cuatro dormitorios: tres dobles y uno individual. - Dos cuartos de baño completos (uno de ellos en suite en el dormitorio principal). Todos los dormitorios están equipados con armarios empotrados de madera, más un quinto armario con gran capacidad de almacenaje en la entrada. La vivienda dispone de calefacción individual por gas natural y aire acondicionado por conducto en todas las estancias. Plaza de garaje doble en la misma finca incluida en el precio. La urbanización cuenta con piscina, gimnasio, parque infantil y portero físico 24 horas. A tan solo 3 minutos de la parada de Metro de Legazpi (Líneas 3 y 6), en barrio residencial con todo tipo de comercios y servicios en la zona. *SE SOLICITA AVAL BANCARIO DE 6 MESES*;https://fotos.imghs.net/apps/1021/725/1021_193725_1_2024012319160431250.jpg;https://www.pisos.com/alquilar/piso-arganzuela_delicias-40888530762_102100/;(40.3914432, -3.6949558);40.3914432;-3.6949558
 IF77045-I-00KSUP-W-02SZMI;Piso;Tetuan;Castillejos ;Tetuán; Madrid Capital;147;;0;3;2;;; En buen estado;;2500;17.01;1950.7;21.77;17026;39991;"Engel & Völkers presenta esta luminosa propiedad muy cercana al Paseo de la Castellana. La vivienda ha sido reformada recientemente con excelentes calidades. Cuenta con 147m2 distribuidos en amplias y luminosas estancias.Empezamos el recorrido por el hall de entrada, que cuenta con amplios armarios empotrados, seguido por un gran salón comedor que da acceso a la espectacular terraza, que se destaca por su amplitud y privacidad. La zona de descanso dispone de 3 dormitorios dobles y 2 baños.El dormitorio principal está en suite.El segundo y tercer dormitorio posee armarios empotrados de 2 cuerpos. cocina equipada con horno,lavavajillas y placa de inducción.Con respecto a las instalaciones, la calefacción y el aire acondicionado es central incluido en el precio. Adicional posee aire acondicionado en todas las estancias por split no incluido en el precio. La vivienda se ofrece con una plaza de garaje con seguridad 24 horas. El portal tiene acceso para minusválidos. Piscina y jardines. Cuenta con portero físico de lunes a viernes en horario comercial.
La vivienda esta ubicada en Castillejos, muy cerca de la calle Paseo de la Castellana, en una zona con todo tipo de comercio, colegios, supermercados,farmacias, bancos,tiendas y zonas verdes,tranquila, comoda y muy agradable para un paseo a cualquier hora del día. Tiene facíl acceso a la M30 y M40. Excelente conexiones de transporte por la capital a menos de 5 minutos caminado de metro Cuzco y pocos minutos de Santiago Bernabéu y plaza de Castilla. A un paso del centro financiero (AZCA) y por otro lado del CTBA (Cuatro Torres Business Área)";https://fotos.imghs.net/apps/1018/387/1018_35268387_1_2023120514120604871.jpg;https://www.pisos.com/alquilar/piso-castillejos28020-39221310377_101800/;(40.4605781, -3.6982806);40.4605781;-3.6982806
 IF77045-I-00KU1X-W-02UAHN;Piso;Centro;Justicia-Chueca ;Centro; Madrid Capital;75;;0;2;1;;; En buen estado;;2200;29.33;2787.63;26.98;19199;38360;"Engel & Völkers ofrece este piso de dos dormitorios en pleno barrio de Chueca. Se encuentra en una primera planta con ascensor, en un edificio de 1997, actualmente en pequeña actualización y disponible a partir del 1 de febrero de 2024. Cuenta con aproximadamente 70 m2 distribuidos en una cocina independiente y totalmente equipada, con acceso a un salón-comedor multifuncional. El salón dispone de sofá-cama y balcón directo a la calle, orientado al sur. El piso dispone de dos dormitorios dobles con armarios empotrados y sistema de aire acondicionado por split. La calefacción es independiente y con radiadores. Un moderno cuarto de baño con amplia ducha completa el piso. Se alquila preferentemente para largas estancias, a profesionales o estudiantes de máster.
La vivienda está situada en el barrio de Justicia, en el distrito Centro, foco de numerosas actividades de índole cultural y social. Es un barrio residencial con gran variedad de tiendas, bares, restaurantes y espacios culturales que lo dotan de dinamismo y variedad.
Dispone de una inmejorable ubicación por su proximidad a zonas emblemáticas, comerciales y de ocio de la capital, como la Gran Vía, la Puerta del Sol o la Plaza Mayor. Se encuentra limitado por las calles de Sagasta y Génova por el norte, el Paseo de Recoletos por el este, la calle Fuencarral por el oeste y la Gran Vía por el sur. Perfectamente comunicado con el resto de la ciudad y con fácil acceso a carreteras y aeropuerto a través de metro, autobuses y tren de cercanías.";https://fotos.imghs.net/apps/1018/886/1018_35438886_1_2023121513124031476.jpg;https://www.pisos.com/alquilar/piso-justicia_chueca28004-40072863938_101800/;(40.417652700000005, -3.70795469569446);40.4176527;-3.707954696
 IF77045-I-00K3BO-W-02N4CZ;Piso;Chamberi;Almagro ;Chamberí; Madrid Capital;191;;0;3;3;;; En buen estado;;6500;34.03;3441.98;25.93;25275;56281;"Engel & Völkers presenta este piso en el centro de Almagro.
Situado en un edificio de imagen representativa de este barrio y reformado en su totalidad.
Consta de un amplio salón con comedor con tres balcones a la calle Génova. Cocina independiente y equipada con electrodomésticos de alta gama.
Se compone de tres habitaciones, la master room con vestidor y baño ensuite, además de un aseo de cortesía y un baño completo que da servicio a las otras habitaciones. Cabe destacar la luminosidad del piso y el buen gusto en la selección de materiales de alta calidad.
Otras características de esta finca moderna es que dispone un gimnasio y piscina interior.
Todas la viviendas están reformadas con un aislamiento tanto térmico como acústico.
Su ubicación excelente cerca de la Plaza de Colón y de Alonso Martínez, lo hacen aún mas atractiva.
Posibilidad de una plaza de garaje en el mismo edificio.
El apartamento se encuentra en el barrio de Almagro, una de
las zonas más elegantes de Madrid. A escasos metros del
Paseo de la Castellana, goza de una buena comunicación a
través de varias estaciones de metro y muchas líneas de
autobuses en su vecindad. Presenta una excelente cercanía a
puntos de interés turístico, y zonas comerciales y de negocio
de la capital. Todo ello unido a la gran oferta de espacios
gastronómicos. El barrio, que está poblado por embajadas (de
Alemania, Suecia, Finlandia, Hungría, Brasil) y galerías o
centros culturales (Instituto Goethe, Centro Cultural Coreano,
Fundación Japonesa, Instituto del Cine) es conocido
también como el Triángulo de Oro de Madrid.";https://fotos.imghs.net/apps/1018/732/1018_30017732_1_2023100313104539270.jpg;https://www.pisos.com/alquilar/piso-chamberi_almagro28004-38347779347_101800/;(40.4389621, -3.705302);40.4389621;-3.705302
 SA2484-3248-20765;Piso;Avenida del Mediterráneo;Pacífico ;Retiro; Madrid Capital;95;93;0;2;1;1;; En buen estado;;1800;18.95;2506.52;22.52;23925;57448;"Excelente piso, recién reformado con excelentes materiales, 2 habitaciones muy amplias y con mucha luminosidad, armarios vestidos en las habitaciones, amplio baño, espacioso salón con mucha luminosidad, espacioso balcón luminoso y agradable, cocina dotada con electrodomésticos nuevos de excelente calidad, Bomba de calor y frio, calefacción individual.

Ubicado en Avenida con fáciles accesos a múltiples servicios y con excelente comunicación.";https://fotos.imghs.net/apps/1005/628/1005_96401628_1_2024010422014554261.jpg;https://www.pisos.com/alquilar/piso-retiro_pacifico28007-40905701501_100500/;(40.3802804, -3.6023533);40.3802804;-3.6023533
 IF77045-I-00KULD-W-02UCMG;Piso;Centro;Embajadores-Lavapiés ;Centro; Madrid Capital;72;;0;1;2;;; En buen estado;;1800;25;2787.63;26.98;19199;38360;"***Disponibilidad Febrero 2024*** Engel & Völkers presenta este confortable y luminoso piso muy cerca de La Latina, en el Distrito Centro. Se encuentra en un edificio de obra nueva, está totalmente amueblado y listo para entrar a vivir. Posee un salón comedor amplio y luminoso con ventana a un patio muy tranquilo, cuenta con cocina en concepto indepndiente equipada con todos los electrodomésticos necesarios y un dormitorio doble con un armario empotrado y baño en suite. Tiene además un armario adicional y un baño de aseo en la entrada. Tiene aire acondicionado en todo el piso y calefactores eléctricos. Además, en la azotea tiene solárium y gimnasio para uso excluisbo del edificio.
Esta vivienda en alquiler se ubica en el corazón de Madrid. Próximo al mercado de la Cebada a tan solo tres minutos del metro La Latina. Este metro comunica fácilmente con el de cercanías de Sol y con el ramal de Ópera, así como con el resto de la ciudad. Ofrece el animado ambiente de La Latina, famosa por sus múltiples bares y terrazas. En esta zona se encuentran además varios teatros. Su situación ofrece la comodidad de estar a una distancia agradable para ir paseando a la Plaza Mayor y a la Plaza de la Puerta del Sol. Tiene parques próximos a 10 minutos, como Madrid Río o la Plaza de Oriente.";https://fotos.imghs.net/apps/1018/499/1018_35493499_1_2024010219015741103.jpg;https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-40930045617_101800/;(40.417652700000005, -3.70795469569446);40.4176527;-3.707954696
 GM19-191285;Piso;Salamanca;El Viso ;Chamartín; Madrid Capital;330;;0;3;4;;; Reformado;;8200;24.85;3396.94;22.37;28233;69670;Piso en salamanca de 330 m², 3 dormitorios, 4 baños, cocina, exterior, luminoso, 1 plaza de garaje y salón independiente características: calefacción: individual gas natural aire acondicionado ascensor portero automático estado de conservación: reformado;https://fotos.imghs.net/apps/1021/285/1021_191285_1_2023111519155831250.jpg;https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-39253722431_102100/;(40.4270451, -3.6806024);40.4270451;-3.6806024
 IF77045-I-00KTYP-W-02TFKV;Piso;Madrid Norte;Encinar de los Reyes ;Alcobendas;La Moraleja;133;;0;2;2;;;;;2800;21.05;4462.56;19.35;19394;57962;"Engel&Volkers les presenta este estupendo piso en el Señorío del Encinar. Se trata de una construcción de espacios amplios. Salón/comedor y acceso a la terraza. La cocina amueblada y equipada con todos los electrodomésticos, zona de office y lavandero independiente. Dos dormitorios, dos baños, el principal en suite, los dormitorios disponen de armarios empotrados con gran capacidad de almacenaje. Dispone de dos plazas de garaje y un amplio trastero. Urbanización cerrada con vigilancia 24 horas, piscina, parque infantil y amplios jardines.
La Moraleja fue catalogada por la publicación americana
RobbReport ́s en el año 2000 como la mejor urbanización del
mundo valorando diferentes atributos. Con la calidad de vida
propia del medio ambiente verde de la urbanización y a 5
minutos de la Terminal Internacional 4 del Aeropuerto de
Barajas, cuenta entre su oferta con dos campos de Golf de 18
hoyos, clubes de tenis, colegios – es el área con más colegios
privados e internacionales del país - y varios centros médicos
y comerciales. Además, el conjunto de La Moraleja –
compuesta por La Moraleja, El Soto de La Moraleja y El
Encinar de los Reyes - dispone en su zona de entrada con la
oferta gastronómica de mayor prestigio en Madrid. Se trata
de una urbanización que cuenta con instalación de cámaras y
un equipo de seguridad propio que garantiza unos altos
niveles de seguridad. Vivir en La Moraleja significa
comodidad, calidad de vida y bienestar en un ambiente
multicultural e internacional.";https://fotos.imghs.net/apps/1018/019/1018_35429019_1_2023121317125007786.jpg;https://www.pisos.com/alquilar/piso-la_moraleja_encinar_de_los_reyes28055-40045165790_101800/;(40.484672599999996, -3.6947355654965763);40.4846726;-3.694735565
 IF77045-I-00KSFL-W-02TUQ6;Piso;Calle de Varsovia;Aravaca ;Moncloa-Aravaca; Madrid Capital;150;;0;4;3;;; En buen estado;;2700;18;2545.3;20.32;24659;63205;"Engel & Völkers les presenta este magnífico piso bajo con jardín en plena Avenida Europa en urbanización cerrada con excelentes zonas comunes. El piso cuenta con cuatro dormitorios todos con armarios empotrados, el principal con baño en suite y plato de ducha, otro baño con plato de ducha que presta servicio al resto de dormitorios y aseo de cortesía para invitados. La cocina muy cómoda está equipada con todos los electrodomésticos de alta gama, zona para office y cuarto de lavado con pila. Tiene salida directa al amplio jardín de 200 m². La vivienda cuenta con una plaza de garaje incluida en el precio. Calefacción de gas natural por radiadores y aire acondicionado por split en el salón. Año de construcción 1996. Urbanización con seguridad 24h.
Esta vivienda se encuentra ubicada en Avenida Europa, muy cerca del Centro Comercial Zielo, múltiples opciones de restauración y reconocidos colegios. Un lugar donde disfrutarás de la vida diaria del municipio. Urbanización cerrada con vigilancia 24 horas. Zonas comunes con piscina de agua salada y zona de juegos para los niños. Cerca de Colegio Americano, Colegio Británico, Centro comercial Zielo Shopping Pozuelo. Zona de bancos, bares, tiendas, etc. Una de las principales arterias del municipio. Tiene acceso a las principales vías A6, M50, M503, renfe cercanías, Metro ligero a pocos metros andando y línea de autobuses directa a Moncloa.";https://fotos.imghs.net/apps/1018/856/1018_35204856_29_2023111416110596713.jpg;https://www.pisos.com/alquilar/piso-moncloa_aravaca_aravaca28023-39222272116_101800/;(40.3445355, -3.7747965);40.3445355;-3.7747965
